country_code,region_code,region,year,ncd_probability_30_70,ncd_probability_low,ncd_probability_high,data_quality_note,ncd_mortality_rate,ncd_mortality_rate_low,ncd_mortality_rate_high
BEN,AFR,Africa,2004,22.2,13.7,32.5,,627.653442383,350.546447754,1036.079467773
BEN,AFR,Africa,2005,22.1,13.6,32.4,,624.282287598,347.789337158,1029.490722656
BEN,AFR,Africa,2006,22.0,13.5,32.3,,623.554626465,346.714782715,1028.724975586
BEN,AFR,Africa,2007,22.1,13.6,32.4,,625.002929688,347.428894043,1028.070556641
BEN,AFR,Africa,2008,22.1,13.5,32.2,,629.785522461,349.794891357,1033.153076172
BEN,AFR,Africa,2009,22.2,13.6,32.2,,634.953918457,352.773406982,1037.101318359
BEN,AFR,Africa,2010,22.4,13.7,32.4,,638.85345459,354.997497559,1041.250244141
BEN,AFR,Africa,2011,22.5,13.8,32.6,,642.794006348,358.057922363,1045.582641602
BEN,AFR,Africa,2012,22.7,14.0,32.7,,642.968383789,359.405609131,1043.287719727
BEN,AFR,Africa,2013,22.4,13.8,32.3,,636.781555176,357.220336914,1031.236328125
BEN,AFR,Africa,2014,22.3,13.6,31.9,,632.738098145,355.565368652,1022.552124023
BEN,AFR,Africa,2015,22.5,13.6,32.1,,635.186218262,356.572174072,1026.229492188
BEN,AFR,Africa,2016,22.2,13.4,31.7,,627.421630859,352.886962891,1014.310180664
BEN,AFR,Africa,2017,21.9,13.2,31.4,,619.885559082,348.568786621,1004.208984375
BEN,AFR,Africa,2018,21.6,13.0,31.2,,612.670837402,343.546356201,995.527832031
BEN,AFR,Africa,2019,21.3,12.9,31.1,,607.75567627,340.490814209,988.945373535
BEN,AFR,Africa,2020,21.8,13.2,31.9,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",617.742797852,345.694580078,1003.25390625
BEN,AFR,Africa,2021,20.8,12.5,30.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",590.530090332,327.448852539,958.774658203
BFA,AFR,Africa,2000,26.0,15.4,39.0,,688.563720703,359.246551514,1270.349243164
BFA,AFR,Africa,2001,26.0,15.4,39.2,,691.173461914,361.198425293,1275.029541016
BFA,AFR,Africa,2002,25.9,15.2,39.0,,690.126586914,360.888885498,1265.96472168
BFA,AFR,Africa,2003,25.6,15.0,38.7,,685.337158203,357.962371826,1258.451416016
BFA,AFR,Africa,2004,25.4,14.9,38.5,,682.972045898,356.034393311,1251.668701172
BFA,AFR,Africa,2005,25.2,14.8,38.2,,680.431396484,355.085968018,1245.104980469
BFA,AFR,Africa,2006,25.3,14.8,38.3,,684.013000488,356.642089844,1250.690673828
BFA,AFR,Africa,2007,25.2,14.7,38.2,,680.379821777,355.572814941,1242.390258789
BFA,AFR,Africa,2008,25.2,14.7,38.2,,681.571105957,356.555938721,1244.217407227
BFA,AFR,Africa,2009,25.3,14.8,38.3,,684.30670166,358.623413086,1247.756591797
BFA,AFR,Africa,2010,25.3,14.8,38.2,,683.433349609,358.383544922,1244.414306641
BFA,AFR,Africa,2011,25.4,14.9,38.3,,686.11895752,360.654602051,1246.752685547
BFA,AFR,Africa,2012,25.5,15.0,38.4,,691.041625977,363.200561523,1255.413085938
BFA,AFR,Africa,2013,25.4,15.0,38.3,,690.51574707,363.401092529,1254.031982422
BFA,AFR,Africa,2014,25.3,14.9,38.0,,687.243164063,360.017578125,1249.614257813
BFA,AFR,Africa,2015,25.3,14.8,38.0,,686.623535156,358.277679443,1250.203979492
BFA,AFR,Africa,2016,25.2,14.8,37.8,,687.012390137,359.796600342,1250.400024414
BFA,AFR,Africa,2017,24.9,14.6,37.4,,679.041442871,356.404266357,1235.897338867
BFA,AFR,Africa,2018,24.5,14.4,36.9,,670.054382324,351.848114014,1223.103271484
BFA,AFR,Africa,2019,24.1,14.1,36.5,,658.280578613,345.620147705,1206.26550293
BFA,AFR,Africa,2020,24.2,14.2,36.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",659.298828125,344.882446289,1202.849121094
BFA,AFR,Africa,2021,23.4,13.6,35.5,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",638.616210938,330.177398682,1164.422851563
BGD,SEAR,South-East Asia,2000,24.7,15.3,33.7,,635.828125,449.317260742,1201.15222168
BGD,SEAR,South-East Asia,2001,24.1,14.9,33.1,,627.506164551,454.593597412,1214.13684082
BGD,SEAR,South-East Asia,2002,24.0,14.9,33.0,,636.768188477,474.256317139,1260.524780273
BGD,SEAR,South-East Asia,2003,23.7,14.8,32.7,,631.156982422,477.843536377,1260.772583008
BGD,SEAR,South-East Asia,2004,23.2,14.5,32.0,,606.563598633,459.281524658,1210.572265625
BGD,SEAR,South-East Asia,2005,23.4,14.7,32.3,,603.833557129,455.871154785,1194.866577148
BGD,SEAR,South-East Asia,2006,23.9,15.2,32.8,,614.612060547,463.736907959,1203.457397461
BGD,SEAR,South-East Asia,2007,23.8,15.1,32.6,,613.741516113,459.890472412,1188.238037109
BGD,SEAR,South-East Asia,2008,23.2,14.7,31.9,,599.728515625,440.73236084,1142.094848633
BGD,SEAR,South-East Asia,2009,22.6,14.3,31.2,,587.860351563,423.54989624,1096.058105469
BGD,SEAR,South-East Asia,2010,22.0,13.9,30.4,,576.204040527,407.283111572,1053.803588867
BGD,SEAR,South-East Asia,2011,20.8,13.0,29.0,,520.604125977,353.353912354,933.380615234
BGD,SEAR,South-East Asia,2012,20.1,12.5,28.4,,480.793823242,311.480804443,846.794677734
BGD,SEAR,South-East Asia,2013,19.7,12.3,28.1,,473.19708252,300.126190186,818.433959961
BGD,SEAR,South-East Asia,2014,19.3,12.0,27.8,,479.823150635,299.319458008,815.280944824
BGD,SEAR,South-East Asia,2015,19.1,11.9,27.8,,473.242462158,288.242248535,792.467529297
BGD,SEAR,South-East Asia,2016,19.1,11.9,28.1,,474.606842041,283.637634277,785.578552246
BGD,SEAR,South-East Asia,2017,19.3,12.2,28.8,,495.768707275,294.208465576,810.313354492
BGD,SEAR,South-East Asia,2018,19.3,12.3,29.5,,496.499908447,291.377197266,811.129394531
BGD,SEAR,South-East Asia,2019,19.2,12.4,30.1,,497.742919922,289.284729004,815.17980957
BGD,SEAR,South-East Asia,2020,18.9,12.4,30.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",497.52722168,287.205444336,816.885131836
BGD,SEAR,South-East Asia,2021,18.1,12.0,29.8,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",478.91229248,277.300811768,797.18359375
BGR,EUR,Europe,2000,28.5,25.4,31.3,,793.089782715,773.917602539,1019.086120605
BGR,EUR,Europe,2001,28.1,25.1,31.0,,769.21862793,739.120056152,978.31427002
BGR,EUR,Europe,2002,27.9,25.0,31.0,,769.42791748,747.371643066,989.495727539
BGR,EUR,Europe,2003,27.9,25.1,31.1,,760.779052734,747.473999023,991.103393555
BGR,EUR,Europe,2004,27.6,24.8,30.8,,741.881652832,718.333618164,961.043823242
BGR,EUR,Europe,2005,27.6,24.8,31.0,,747.107543945,706.168273926,952.902709961
BGR,EUR,Europe,2006,27.5,24.6,30.8,,735.331787109,682.081115723,924.151916504
BGR,EUR,Europe,2007,26.6,23.7,29.8,,721.339660645,661.085327148,900.56628418
BGR,EUR,Europe,2008,25.7,22.8,28.9,,696.708557129,632.418640137,866.197509766
BGR,EUR,Europe,2009,25.8,23.0,29.0,,678.478637695,611.75970459,838.85357666
BGR,EUR,Europe,2010,25.6,22.8,28.8,,686.911987305,618.047668457,848.129272461
BGR,EUR,Europe,2011,25.1,22.3,28.2,,665.990722656,595.232971191,820.00402832
BGR,EUR,Europe,2012,24.3,21.7,27.5,,655.638061523,584.640563965,808.555175781
BGR,EUR,Europe,2013,23.9,21.3,27.0,,626.391174316,556.476928711,774.013000488
BGR,EUR,Europe,2014,24.7,22.1,28.0,,646.043762207,574.163696289,797.512878418
BGR,EUR,Europe,2015,24.3,21.6,27.5,,645.873840332,573.841186523,797.963134766
BGR,EUR,Europe,2016,24.4,21.7,27.7,,629.614746094,557.857666016,780.50982666
BGR,EUR,Europe,2017,24.4,21.7,27.8,,636.035095215,563.103515625,790.196105957
BGR,EUR,Europe,2018,24.3,21.6,27.7,,629.264221191,555.974243164,782.107971191
BGR,EUR,Europe,2019,24.0,21.3,27.4,,619.956237793,546.450378418,773.047546387
BGR,EUR,Europe,2020,25.1,21.9,29.0,,654.339477539,567.799560547,828.351257324
BGR,EUR,Europe,2021,25.6,21.3,30.5,,684.933654785,575.052612305,887.549743652
BHR,EMR,Eastern Mediterranean,2000,29.8,25.7,39.5,,1044.322021484,864.743896484,1654.366210938
BHR,EMR,Eastern Mediterranean,2001,28.9,24.6,38.0,,1022.193237305,845.856445313,1618.693115234
BHR,EMR,Eastern Mediterranean,2002,27.8,23.1,35.9,,1008.49005127,819.270996094,1569.599853516
BHR,EMR,Eastern Mediterranean,2003,27.5,22.3,34.8,,1040.230834961,826.467285156,1581.186279297
BHR,EMR,Eastern Mediterranean,2004,26.3,21.1,33.2,,1040.534179688,808.793273926,1547.151855469
BHR,EMR,Eastern Mediterranean,2005,24.8,19.8,31.3,,1028.406982422,778.909667969,1494.967529297
BHR,EMR,Eastern Mediterranean,2006,23.2,18.5,29.5,,969.095825195,710.946716309,1364.862670898
BHR,EMR,Eastern Mediterranean,2007,22.0,17.6,28.1,,927.011413574,655.945739746,1266.13269043
BHR,EMR,Eastern Mediterranean,2008,20.9,16.6,26.8,,885.215209961,603.642456055,1174.028442383
BHR,EMR,Eastern Mediterranean,2009,19.9,15.7,25.7,,852.004089355,559.098327637,1093.131469727
BHR,EMR,Eastern Mediterranean,2010,19.5,15.2,24.8,,855.582641602,545.422607422,1076.32434082
BHR,EMR,Eastern Mediterranean,2011,18.9,14.6,24.0,,834.772949219,524.013122559,1045.184082031
BHR,EMR,Eastern Mediterranean,2012,18.0,13.7,23.0,,792.706604004,487.727905273,988.956665039
BHR,EMR,Eastern Mediterranean,2013,16.6,12.5,21.5,,727.991271973,441.224121094,908.14050293
BHR,EMR,Eastern Mediterranean,2014,14.9,11.3,20.0,,640.621032715,400.401367188,840.079711914
BHR,EMR,Eastern Mediterranean,2015,14.3,11.1,20.1,,631.103088379,416.792205811,884.983032227
BHR,EMR,Eastern Mediterranean,2016,14.5,11.2,20.6,,647.576416016,436.399871826,936.70513916
BHR,EMR,Eastern Mediterranean,2017,14.5,10.7,20.3,,645.792785645,421.930206299,923.688232422
BHR,EMR,Eastern Mediterranean,2018,14.4,10.2,19.9,,636.127563477,399.495300293,896.708496094
BHR,EMR,Eastern Mediterranean,2019,14.5,10.1,20.2,,631.456054688,387.8855896,891.533569336
BHR,EMR,Eastern Mediterranean,2020,15.1,10.6,21.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",644.272766113,393.172607422,916.329223633
BHR,EMR,Eastern Mediterranean,2021,14.8,10.8,21.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",668.150268555,404.764678955,946.412780762
BHS,AMR,Americas,2000,22.8,15.2,29.6,,575.642883301,370.062713623,801.78112793
BHS,AMR,Americas,2001,22.8,15.4,29.4,,574.769897461,367.488922119,802.778991699
BHS,AMR,Americas,2002,22.1,14.9,28.6,,563.129638672,357.48034668,789.343811035
BHS,AMR,Americas,2003,22.2,15.1,28.5,,578.530944824,365.518615723,812.844482422
BHS,AMR,Americas,2004,22.5,15.4,28.8,,585.110900879,371.648284912,819.919799805
BHS,AMR,Americas,2005,21.3,14.5,27.4,,552.254821777,348.727783203,776.13458252
BHS,AMR,Americas,2006,21.6,14.8,27.7,,565.169433594,359.210723877,791.724060059
BHS,AMR,Americas,2007,21.2,14.7,27.0,,550.540771484,349.256286621,771.953735352
BHS,AMR,Americas,2008,21.4,14.9,27.2,,554.412902832,351.326568604,777.807922363
BHS,AMR,Americas,2009,21.6,15.1,27.3,,563.998718262,356.774597168,791.9453125
BHS,AMR,Americas,2010,21.9,15.5,27.5,,572.099365234,363.780548096,801.250061035
BHS,AMR,Americas,2011,21.3,15.3,26.5,,557.28503418,354.066253662,780.825744629
BHS,AMR,Americas,2012,20.8,15.1,25.7,,552.442016602,351.643035889,773.320861816
BHS,AMR,Americas,2013,20.3,14.9,25.0,,541.376342773,343.814331055,543.3671875
BHS,AMR,Americas,2014,21.0,15.6,25.6,,571.127441406,363.007293701,577.549194336
BHS,AMR,Americas,2015,20.2,15.3,24.3,,553.873596191,350.775115967,566.296813965
BHS,AMR,Americas,2016,20.5,15.7,24.5,,562.578552246,355.815307617,585.206176758
BHS,AMR,Americas,2017,20.4,15.7,24.3,,552.885192871,349.408508301,588.114379883
BHS,AMR,Americas,2018,20.3,15.6,24.2,,546.342346191,343.351959229,593.348937988
BHS,AMR,Americas,2019,20.3,15.7,24.1,,547.912414551,343.623565674,609.866027832
BHS,AMR,Americas,2020,20.0,15.5,23.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",527.322570801,328.455596924,597.651062012
BHS,AMR,Americas,2021,20.4,15.8,24.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",510.231201172,323.124633789,599.783081055
BIH,EUR,Europe,2000,21.7,16.6,28.2,,561.858154297,422.002655029,817.805175781
BIH,EUR,Europe,2001,21.4,16.1,28.2,,542.940917969,399.716888428,791.038146973
BIH,EUR,Europe,2002,21.2,16.1,27.6,,532.308837891,389.628570557,763.967224121
BIH,EUR,Europe,2003,20.9,16.3,26.6,,520.493347168,386.608764648,729.729736328
BIH,EUR,Europe,2004,20.7,16.0,26.4,,511.211700439,376.33682251,712.75177002
BIH,EUR,Europe,2005,21.2,16.4,26.9,,515.163635254,376.374420166,709.959899902
BIH,EUR,Europe,2006,20.8,16.1,26.5,,506.506958008,367.777038574,695.273864746
BIH,EUR,Europe,2007,21.8,16.8,27.5,,532.178283691,383.512268066,722.523498535
BIH,EUR,Europe,2008,20.6,15.8,26.0,,513.481506348,364.235076904,687.94519043
BIH,EUR,Europe,2009,20.4,15.6,25.6,,516.024108887,360.278259277,677.699829102
BIH,EUR,Europe,2010,19.8,15.1,24.8,,508.994262695,348.944213867,655.394897461
BIH,EUR,Europe,2011,19.6,14.9,24.4,,510.426574707,343.665100098,642.910461426
BIH,EUR,Europe,2012,18.9,14.2,23.5,,502.801879883,330.378692627,619.920837402
BIH,EUR,Europe,2013,18.9,14.2,23.4,,506.389953613,327.916046143,616.05859375
BIH,EUR,Europe,2014,18.7,14.0,23.1,,508.638153076,326.982543945,612.319641113
BIH,EUR,Europe,2015,19.0,14.3,23.5,,519.024902344,332.500854492,619.298034668
BIH,EUR,Europe,2016,18.9,14.2,23.3,,512.297424316,326.783935547,611.231018066
BIH,EUR,Europe,2017,18.8,14.0,23.1,,510.213531494,325.029083252,608.829040527
BIH,EUR,Europe,2018,18.7,13.9,23.0,,506.417572021,321.526306152,603.608154297
BIH,EUR,Europe,2019,19.2,14.2,23.5,,518.909240723,329.025177002,618.468322754
BIH,EUR,Europe,2020,17.9,13.0,22.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",521.749023438,324.957061768,622.133544922
BIH,EUR,Europe,2021,17.2,11.5,22.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",510.278381348,300.161895752,632.842590332
BLR,EUR,Europe,2000,33.7,30.7,38.5,,848.523376465,739.748535156,1010.717773438
BLR,EUR,Europe,2001,35.1,32.1,40.0,,881.761108398,774.588806152,1053.833496094
BLR,EUR,Europe,2002,36.1,33.1,41.1,,920.980895996,812.649108887,1104.674438477
BLR,EUR,Europe,2003,35.1,32.2,39.9,,893.96307373,789.389709473,1074.311279297
BLR,EUR,Europe,2004,34.2,31.3,38.8,,869.793029785,770.71270752,1050.313232422
BLR,EUR,Europe,2005,34.6,31.6,39.1,,872.612121582,775.178222656,1059.393310547
BLR,EUR,Europe,2006,33.2,30.4,37.7,,841.127441406,750.010681152,1029.344726563
BLR,EUR,Europe,2007,31.4,28.8,35.8,,795.124145508,711.163818359,977.242858887
BLR,EUR,Europe,2008,31.5,29.0,35.9,,785.128051758,703.699951172,964.483459473
BLR,EUR,Europe,2009,31.2,28.8,35.6,,781.909240723,703.119384766,961.096740723
BLR,EUR,Europe,2010,31.2,28.9,35.6,,792.51776123,711.854492188,974.743469238
BLR,EUR,Europe,2011,31.0,29.0,35.9,,771.323425293,693.068664551,950.596801758
BLR,EUR,Europe,2012,27.9,26.3,32.8,,712.098022461,639.672973633,880.200317383
BLR,EUR,Europe,2013,27.1,25.6,31.9,,697.331604004,630.212036133,859.354125977
BLR,EUR,Europe,2014,26.4,24.9,31.1,,671.087097168,606.484558105,827.772644043
BLR,EUR,Europe,2015,25.3,23.6,29.8,,652.51940918,587.958190918,808.791381836
BLR,EUR,Europe,2016,25.3,23.4,29.6,,647.044555664,584.473144531,804.77722168
BLR,EUR,Europe,2017,24.9,22.9,29.1,,634.937866211,574.475036621,793.058288574
BLR,EUR,Europe,2018,25.1,23.0,29.2,,635.903747559,575.613525391,796.041748047
BLR,EUR,Europe,2019,24.4,22.4,28.5,,613.738098145,555.998718262,771.730041504
BLR,EUR,Europe,2020,24.6,21.6,30.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",606.395874023,528.051208496,796.797485352
BLR,EUR,Europe,2021,23.8,19.8,30.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",580.665649414,481.5284729,796.64276123
BLZ,AMR,Americas,2000,24.2,20.6,27.6,,616.15838623,491.974273682,744.670043945
BLZ,AMR,Americas,2001,21.2,18.0,24.4,,551.716186523,434.4090271,664.879577637
BLZ,AMR,Americas,2002,20.1,17.1,23.2,,524.958435059,409.86819458,631.772094727
BLZ,AMR,Americas,2003,19.6,16.6,22.7,,514.019958496,400.745758057,616.547912598
BLZ,AMR,Americas,2004,19.7,16.8,22.8,,517.860290527,403.054443359,620.136962891
BLZ,AMR,Americas,2005,18.9,16.1,21.9,,495.889312744,385.188293457,593.116394043
BLZ,AMR,Americas,2006,18.9,16.1,22.0,,497.280517578,385.476867676,596.238830566
BLZ,AMR,Americas,2007,18.1,15.4,21.1,,480.550354004,373.591400146,580.189147949
BLZ,AMR,Americas,2008,16.8,14.2,19.6,,447.443206787,348.547363281,544.952941895
BLZ,AMR,Americas,2009,17.8,15.2,20.9,,463.990203857,365.036376953,569.461791992
BLZ,AMR,Americas,2010,17.6,15.1,20.8,,466.682373047,370.080596924,579.97265625
BLZ,AMR,Americas,2011,17.2,14.7,20.4,,456.572784424,365.524414063,574.963745117
BLZ,AMR,Americas,2012,16.9,14.6,20.2,,440.324249268,355.591827393,562.589294434
BLZ,AMR,Americas,2013,16.9,14.6,20.3,,440.233154297,359.357635498,571.240478516
BLZ,AMR,Americas,2014,16.9,14.6,20.4,,445.307373047,366.852233887,584.034729004
BLZ,AMR,Americas,2015,16.9,14.5,20.3,,442.504058838,366.844268799,586.190368652
